Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
305104,200403,Savings,75444,3198.0,6214,Recurring Deposit,2023-02-09
305105,203527,Savings,20695,2708.0,6348,Fixed Deposit,2024-11-14
305106,209223,Savings,60252,1561.0,10110,Fixed Deposit,2023-06-15
305107,209597,Business,92128,2417.0,46419,Recurring Deposit,2025-02-19
305108,202065,Business,60470,1633.0,49149,Recurring Deposit,2023-09-08
305109,207669,Savings,49306,2869.0,40133,Mutual Fund,2025-01-28
305110,209337,Business,84805,3375.0,4311,Fixed Deposit,2022-10-13
305111,201902,Business,26542,893.0,5075,Recurring Deposit,2024-12-24
305112,209955,Business,97269,3723.0,36358,Recurring Deposit,2022-12-22
305113,204690,Current,50245,2393.0,6391,Mutual Fund,2024-05-11
305114,205516,Business,65591,2411.1073805562,27677,Mutual Fund,2024-07-10
305115,204584,Savings,60735,601.0,47487,Fixed Deposit,2025-03-03
305116,206331,Savings,74258,3281.0,38396,Mutual Fund,2024-12-04
305117,205273,Business,73247,1013.0,34095,Fixed Deposit,2023-08-03
305118,200123,Current,31100,2916.0,32697,Recurring Deposit,2022-09-16
305119,207476,Current,45138,2163.0,21805,Recurring Deposit,2023-09-19
305120,208798,Current,46981,3528.0,9822,Recurring Deposit,2024-08-10
305121,202921,Savings,15795,3115.0,6789,Mutual Fund,2024-04-05
305122,209286,Savings,79188,4695.0,13749,Recurring Deposit,2024-09-11
305123,202151,Business,89487,2085.0,29934,Fixed Deposit,2024-08-23
305124,202713,Business,99397,2778.0,23787,Recurring Deposit,2025-01-20
305125,207923,Business,20557,3136.0,6496,Fixed Deposit,2023-12-29
305126,201715,Current,27133,2625.0,33338,Mutual Fund,2025-01-31
305127,209895,Business,67454,4070.0,19200,Mutual Fund,2024-06-27
305128,203459,Business,59985,3435.0,7040,Mutual Fund,2023-06-08
305129,206894,Business,45246,1375.0,10618,Mutual Fund,2024-01-06
305130,201889,Business,3517,3701.0,37010,Mutual Fund,2022-04-09
305131,204656,Business,93349,1725.0,27973,Fixed Deposit,2024-06-10
305132,201895,Savings,39881,1660.0,8694,Mutual Fund,2022-09-02
305133,202927,Savings,22962,3445.0,16279,Recurring Deposit,2022-04-29
305134,202693,Current,71364,3195.0,6916,Recurring Deposit,2023-11-02
305135,205252,Current,44333,3240.0,5578,Fixed Deposit,2022-11-01
305136,204241,Current,69111,110.0,31503,Mutual Fund,2022-06-11
305137,205250,Savings,94307,359.0,49150,Mutual Fund,2025-01-25
305138,202561,Savings,89083,3181.0,33682,Mutual Fund,2022-06-16
305139,201826,Business,10133,3757.0,10919,Mutual Fund,2023-01-25
305140,203506,Current,97101,3055.0,1100,Fixed Deposit,2023-05-09
305141,204931,Business,64866,2894.0,21777,Fixed Deposit,2022-11-26
305142,207202,Savings,27347,3262.0,31515,Mutual Fund,2023-06-09
305143,202475,Business,31010,2627.0,13637,Fixed Deposit,2025-02-14
305144,206477,Business,89789,122.0,24375,Mutual Fund,2023-04-14
305145,205417,Business,27271,3355.0,11366,Mutual Fund,2022-11-03
305146,203184,Business,61048,2705.0,9992,Recurring Deposit,2022-06-25
305147,204721,Savings,88257,449.0,30018,Fixed Deposit,2025-02-25
305148,204152,Savings,58807,4781.0,37233,Recurring Deposit,2023-06-22
305149,203244,Savings,44401,4196.0,41083,Recurring Deposit,2023-01-31
305150,200693,Savings,61289,2951.0,1062,Fixed Deposit,2024-07-08
305151,203073,Current,81449,1185.0,41579,Recurring Deposit,2022-05-10
305152,206599,Current,77013,2767.0,43451,Recurring Deposit,2023-09-29
305153,203540,Business,2914,4211.0,21622,Recurring Deposit,2024-02-22
305154,201619,Business,94469,523.0,43254,Mutual Fund,2022-08-27
305155,203914,Business,10404,3408.0,16166,Recurring Deposit,2024-11-02
305156,203873,Business,85921,1427.0,26518,Mutual Fund,2025-02-02
305157,200564,Current,52403,2664.0,13688,Fixed Deposit,2024-08-09
305158,208687,Savings,18741,2556.0,8635,Mutual Fund,2023-03-04
305159,208992,Business,2175,1817.0,18661,Mutual Fund,2024-12-20
305160,200640,Current,55865,576.0,12568,Mutual Fund,2024-08-08
305161,200162,Current,55808,2092.0,6899,Recurring Deposit,2023-11-15
305162,204346,Business,38208,1717.0,8690,Fixed Deposit,2023-03-25
305163,207704,Business,42064,1583.0,4737,Recurring Deposit,2024-05-22
305164,208835,Current,7424,4624.0,29792,Recurring Deposit,2025-03-06
305165,204424,Current,45763,2260.0,43863,Mutual Fund,2023-06-10
305166,204464,Business,46213,2314.0,11584,Recurring Deposit,2025-03-01
305167,209330,Savings,1950,1791.0,35220,Mutual Fund,2025-01-16
305168,203708,Savings,51071,3937.0,6072,Fixed Deposit,2022-06-01
305169,206749,Business,90081,1945.0,1437,Fixed Deposit,2023-11-03
305170,200137,Business,93391,195.0,41808,Mutual Fund,2023-11-13
305171,209875,Savings,25446,4471.0,36834,Fixed Deposit,2023-12-28
305172,207106,Current,34190,2635.0,6696,Recurring Deposit,2025-02-17
305173,207242,Business,59113,5898.612694720322,42969,Recurring Deposit,2023-07-19
305174,204251,Business,44535,1327.0,28710,Mutual Fund,2024-07-25
305175,201058,Savings,8343,3961.0,40449,Fixed Deposit,2022-06-12
305176,204614,Business,44159,3627.0,37546,Recurring Deposit,2022-04-10
305177,204277,Current,24681,239.0,18652,Recurring Deposit,2023-04-15
305178,208361,Current,90126,4761.0,37922,Fixed Deposit,2023-01-30
305179,205413,Business,54606,3977.0,19041,Recurring Deposit,2024-11-09
305180,205842,Current,2232,1471.0,2143,Fixed Deposit,2024-02-07
305181,203903,Current,49570,3010.0,11378,Recurring Deposit,2023-03-06
305182,207224,Current,25214,1353.0,42378,Fixed Deposit,2024-11-29
305183,209579,Business,77876,1097.0,36206,Mutual Fund,2025-03-19
305184,203051,Business,56876,447.0,38984,Recurring Deposit,2024-12-21
305185,203666,Business,89206,1386.0,4055,Recurring Deposit,2023-10-13
305186,202760,Current,9251,423.0,20994,Fixed Deposit,2024-09-20
305187,203835,Savings,40231,2816.0,25668,Mutual Fund,2024-07-17
305188,201360,Savings,22377,1504.0,44930,Recurring Deposit,2024-10-13
305189,208614,Savings,66343,1997.0,2118,Fixed Deposit,2023-01-20
305190,203973,Current,40075,5115.759217475968,40086,Mutual Fund,2023-01-15
305191,202829,Savings,14526,3765.0,22124,Fixed Deposit,2023-06-20
305192,200145,Business,56564,3099.0,24777,Fixed Deposit,2024-02-16
305193,202373,Current,28393,3194.0,32268,Mutual Fund,2022-12-21
305194,200229,Savings,26463,1874.0,45052,Fixed Deposit,2025-02-13
305195,205388,Current,23276,2375.0,22849,Recurring Deposit,2022-07-14
305196,204680,Current,90127,4483.0,22738,Recurring Deposit,2023-01-05
305197,208049,Business,95159,3524.0,22572,Mutual Fund,2022-12-15
305198,202665,Current,55719,4894.0,19528,Recurring Deposit,2024-05-27
305199,203593,Business,79886,2626.0,29457,Mutual Fund,2022-09-22
305200,202829,Business,9866,500.0,2342,Fixed Deposit,2023-10-27
305201,203336,Savings,42121,3334.0,21822,Mutual Fund,2022-05-23
305202,207816,Savings,99194,1977.0,22682,Recurring Deposit,2024-01-15
305203,201241,Current,62821,413.0,25554,Recurring Deposit,2023-05-28
305204,205048,Savings,39617,3544.0,42353,Mutual Fund,2024-08-01
305205,203295,Current,96017,726.0,23112,Recurring Deposit,2023-05-05
305206,209576,Business,11090,930.0,3281,Mutual Fund,2022-10-09
305207,203362,Current,44024,2194.0,21516,Recurring Deposit,2022-11-25
305208,201388,Business,30808,2477.0,48574,Mutual Fund,2024-09-13
305209,208297,Business,3082,1394.0,19960,Recurring Deposit,2023-04-21
305210,205752,Current,92339,4315.0,42325,Recurring Deposit,2022-03-29
305211,201821,Business,6282,1770.0,40459,Mutual Fund,2023-08-16
305212,208476,Savings,5452,201.0,38018,Recurring Deposit,2024-03-14
305213,200595,Current,62701,3445.0,17431,Recurring Deposit,2022-11-16
305214,209254,Savings,76187,1461.0,15502,Fixed Deposit,2022-05-22
305215,206655,Business,89874,873.0,31656,Fixed Deposit,2022-11-14
305216,208743,Business,89179,2958.0,40333,Fixed Deposit,2023-08-04
305217,207877,Current,61999,3868.0,8997,Mutual Fund,2024-10-03
305218,205784,Business,33194,3744.0,27591,Mutual Fund,2022-06-08
305219,206884,Savings,65352,1217.0,15122,Recurring Deposit,2024-11-16
305220,206049,Current,75945,78.59695930773552,35177,Recurring Deposit,2024-11-01
305221,203605,Current,46473,4787.0,28513,Fixed Deposit,2025-01-12
305222,209527,Savings,25482,4102.0,4160,Recurring Deposit,2023-07-01
305223,207287,Business,2489,2730.0,13986,Mutual Fund,2024-04-21
305224,200695,Business,2690,3021.0,44341,Mutual Fund,2024-08-26
305225,203044,Current,12760,3145.0,16500,Recurring Deposit,2024-07-22
305226,201946,Savings,5843,4876.0,44179,Recurring Deposit,2023-09-28
305227,202722,Current,78797,4149.0,6650,Mutual Fund,2022-07-12
305228,209715,Current,42407,2543.0,14195,Recurring Deposit,2023-07-27
305229,209875,Business,40718,3337.0,27683,Mutual Fund,2024-06-14
305230,201806,Current,10403,3433.0,32265,Fixed Deposit,2023-02-25
305231,208141,Savings,21688,2528.450163745313,24208,Mutual Fund,2022-12-31
305232,208301,Savings,43056,3297.0,44464,Mutual Fund,2024-06-06
305233,208983,Savings,99399,3763.0,47863,Recurring Deposit,2022-07-04
305234,208125,Savings,50046,1546.0,49711,Fixed Deposit,2024-05-13
305235,202639,Business,90067,3220.0,14540,Mutual Fund,2022-11-23
305236,209178,Business,47602,4679.0,1286,Fixed Deposit,2023-12-27
305237,203883,Business,81899,1981.0,35742,Fixed Deposit,2024-07-11
305238,203725,Business,87066,1028.330394190122,28999,Recurring Deposit,2024-07-02
305239,208264,Savings,57613,1416.0,19085,Mutual Fund,2023-12-07
305240,204973,Savings,38426,313.0,28491,Fixed Deposit,2022-08-10
305241,202764,Current,51735,1398.0,6471,Fixed Deposit,2023-09-14
305242,203989,Current,91063,1584.0,6014,Mutual Fund,2023-02-27
305243,200591,Business,94987,3336.0,20701,Mutual Fund,2023-02-15
305244,208216,Current,28928,4821.0,14561,Mutual Fund,2025-01-14
305245,206320,Business,83761,4763.0,24648,Mutual Fund,2023-08-18
305246,205398,Business,25132,902.0,42469,Fixed Deposit,2023-08-17
305247,205339,Business,31568,183.0,42881,Fixed Deposit,2023-10-02
305248,209218,Current,59705,2321.0,41743,Recurring Deposit,2023-06-20
305249,203899,Current,30558,579.0,6378,Mutual Fund,2023-02-23
305250,209622,Business,22526,3313.0,35764,Fixed Deposit,2024-11-05
305251,209760,Savings,38349,1536.0,15554,Fixed Deposit,2024-06-22
305252,206837,Current,98805,1907.3825670782824,43417,Mutual Fund,2024-03-27
305253,207320,Savings,4763,4766.0,28162,Mutual Fund,2024-08-09
305254,209304,Business,91198,4615.0,13587,Recurring Deposit,2024-12-23
305255,201876,Business,52042,2748.0,48445,Fixed Deposit,2022-04-03
305256,207670,Current,88864,1589.0,33310,Fixed Deposit,2022-09-15
305257,200158,Current,22152,2117.0,42674,Fixed Deposit,2025-01-23
305258,200733,Current,4877,1501.0,12918,Fixed Deposit,2023-09-09
305259,204454,Business,36264,4463.0,34885,Recurring Deposit,2024-02-11
305260,202028,Savings,54765,546.6603645184366,14521,Mutual Fund,2023-03-29
305261,206843,Savings,79298,4928.0,29715,Mutual Fund,2024-12-12
305262,200764,Current,23009,2779.0,17855,Mutual Fund,2024-10-29
305263,200191,Current,46547,4372.421177375069,10567,Mutual Fund,2024-11-09
305264,208435,Current,50797,3847.0,19645,Fixed Deposit,2023-04-03
305265,207137,Savings,42767,3049.0,37036,Recurring Deposit,2022-05-21
305266,209125,Current,38016,1740.0,2685,Mutual Fund,2025-02-13
305267,201100,Current,36314,3272.0,16343,Mutual Fund,2023-08-01
305268,208924,Business,93996,4802.0,34648,Fixed Deposit,2023-11-03
305269,204052,Current,13989,3276.0,21402,Mutual Fund,2022-09-13
305270,208972,Business,1078,3920.0,40078,Mutual Fund,2023-11-10
305271,200793,Savings,51607,3813.0,5657,Fixed Deposit,2023-04-23
305272,205098,Current,85389,2282.0,23453,Recurring Deposit,2024-07-07
305273,208282,Savings,82468,4984.0,36540,Fixed Deposit,2023-06-03
305274,206711,Savings,37432,1057.0,39882,Recurring Deposit,2022-04-28
305275,201641,Savings,73976,719.0,32345,Recurring Deposit,2024-05-31
305276,203358,Savings,81431,3637.0,48755,Recurring Deposit,2023-10-24
305277,203856,Savings,65544,3596.0,20389,Fixed Deposit,2024-05-27
305278,208627,Business,74525,4432.0,12620,Fixed Deposit,2024-05-19
305279,201916,Business,35690,3544.0,9918,Mutual Fund,2024-02-11
305280,200046,Savings,38976,1618.0,32653,Fixed Deposit,2024-04-15
305281,208182,Savings,60234,2801.0,16354,Fixed Deposit,2022-05-28
305282,202354,Current,8827,3636.0,18100,Recurring Deposit,2023-06-24
305283,200113,Savings,97867,2670.0,47658,Mutual Fund,2024-12-27
305284,201081,Business,80902,2127.0,31661,Mutual Fund,2023-01-14
305285,204139,Business,81916,4754.0,35397,Fixed Deposit,2023-07-31
305286,207150,Business,51815,3262.0,45584,Fixed Deposit,2024-05-27
305287,208585,Business,19788,2421.0,7850,Fixed Deposit,2022-07-26
305288,201589,Savings,18592,1414.0,25961,Fixed Deposit,2022-08-17
305289,207713,Business,24204,3233.0,35106,Recurring Deposit,2022-12-06
305290,204855,Business,25120,2234.451783879818,7045,Mutual Fund,2024-07-03
305291,209629,Business,9502,1742.0,9380,Recurring Deposit,2024-06-26
305292,206030,Current,41606,256.0,18072,Mutual Fund,2022-04-01
305293,201525,Savings,40446,4054.0,17248,Mutual Fund,2024-11-18
305294,206567,Business,66130,569.0,28367,Mutual Fund,2022-06-30
305295,204595,Business,53837,2183.890648102353,9336,Recurring Deposit,2023-02-11
305296,207445,Savings,79154,1630.0,49697,Mutual Fund,2025-01-25
305297,205599,Business,88014,4907.0,48816,Recurring Deposit,2024-11-22
305298,204310,Business,20247,4911.0,34299,Mutual Fund,2023-02-15
305299,208935,Business,95564,3877.0,43316,Recurring Deposit,2025-02-17
305300,202165,Current,70510,1532.123057681525,11202,Mutual Fund,2024-01-08
305301,206704,Business,56394,1841.0,11363,Recurring Deposit,2022-08-29
305302,209846,Business,28265,4403.0,8225,Fixed Deposit,2023-02-03
305303,205569,Savings,21730,1221.0,31467,Recurring Deposit,2024-07-03
305304,205778,Savings,82632,845.0,10818,Fixed Deposit,2025-03-16
305305,203811,Current,17679,1238.0,1724,Recurring Deposit,2024-01-26
305306,203469,Savings,48511,2592.0,42762,Fixed Deposit,2024-12-19
305307,200262,Savings,17329,3562.0,7524,Fixed Deposit,2022-07-11
305308,204431,Current,61013,2692.0,17539,Recurring Deposit,2025-02-18
305309,203801,Business,59376,2251.0,16002,Mutual Fund,2022-11-14
305310,209208,Savings,79457,3576.0,41646,Mutual Fund,2022-04-26
305311,200983,Savings,27922,3900.0,15513,Mutual Fund,2024-03-03
305312,207671,Current,57882,2703.0,22985,Mutual Fund,2023-08-18
305313,201559,Savings,14012,2729.0,45572,Mutual Fund,2022-05-18
305314,202702,Savings,92085,2525.0,23637,Mutual Fund,2022-08-03
305315,205686,Business,38425,545.0,25891,Recurring Deposit,2022-07-12
305316,207521,Current,49331,3924.0,6276,Fixed Deposit,2022-06-13
305317,204497,Business,47229,1293.0,5152,Recurring Deposit,2022-12-22
305318,205802,Business,89667,3528.0,38109,Fixed Deposit,2023-04-16
305319,206628,Business,92145,3112.0,7008,Fixed Deposit,2024-08-03
305320,208581,Current,59577,3044.0,42788,Recurring Deposit,2022-07-08
305321,204268,Savings,61098,2561.0,29884,Fixed Deposit,2024-08-30
305322,204048,Business,78187,2579.0,12963,Recurring Deposit,2023-03-09
305323,200506,Current,14341,4927.0,46168,Recurring Deposit,2023-04-26
305324,206287,Savings,92604,2849.0,9513,Mutual Fund,2023-12-14
305325,200246,Current,27773,186.0,38938,Fixed Deposit,2023-11-13
305326,206684,Business,56387,1538.0,9713,Mutual Fund,2024-02-19
305327,207552,Current,14000,4972.0,20287,Recurring Deposit,2024-11-24
305328,202714,Business,62803,2414.0,29250,Recurring Deposit,2023-12-09
305329,206755,Current,91408,1550.0,25626,Fixed Deposit,2024-01-22
305330,209634,Business,2512,117.0,44250,Mutual Fund,2023-07-25
305331,202639,Savings,94839,3042.0,1351,Mutual Fund,2022-04-16
305332,206684,Current,81823,2521.0,4030,Fixed Deposit,2023-11-16
305333,204157,Current,7628,143.0,3735,Recurring Deposit,2025-01-29
305334,201918,Savings,26156,422.0,21536,Recurring Deposit,2022-09-20
305335,205921,Business,91765,4233.0,19667,Fixed Deposit,2024-06-28
305336,200943,Business,61851,4432.0,29387,Fixed Deposit,2022-03-30
305337,208308,Business,59030,4876.0,3360,Fixed Deposit,2024-12-11
305338,202557,Savings,77559,1395.0,3900,Mutual Fund,2024-11-05
305339,209415,Current,64846,1350.0,42813,Fixed Deposit,2022-06-27
305340,206698,Current,15890,4541.0,38590,Recurring Deposit,2024-09-15
305341,200988,Current,2603,839.0,28509,Fixed Deposit,2022-05-30
305342,207936,Savings,93926,2119.0,20467,Mutual Fund,2025-03-13
305343,206693,Business,89717,1078.0,32521,Mutual Fund,2022-07-11
305344,208155,Business,47120,510.0,31168,Fixed Deposit,2023-09-27
305345,204279,Business,42046,514.0,11689,Recurring Deposit,2024-05-10
305346,203567,Current,10032,3314.0,38288,Fixed Deposit,2022-09-01
305347,207160,Savings,57727,3395.0,40420,Mutual Fund,2023-06-14
305348,209928,Business,88114,1900.0,13981,Recurring Deposit,2025-02-18
305349,203113,Business,89018,911.0,8956,Mutual Fund,2023-07-02
305350,209515,Current,58099,340.0,29535,Mutual Fund,2024-10-18
305351,208707,Business,39702,1457.0,13689,Mutual Fund,2022-08-02
305352,204214,Current,23667,790.0,26551,Fixed Deposit,2023-06-01
305353,203148,Business,87146,4953.0,36277,Mutual Fund,2024-01-29
305354,204887,Current,71557,1161.0,31560,Fixed Deposit,2023-11-03
305355,202886,Current,41121,4611.0,33045,Fixed Deposit,2023-11-24
305356,207290,Business,43350,1385.0,19182,Fixed Deposit,2025-01-10
305357,202481,Current,86165,214.0,43917,Mutual Fund,2022-05-07
305358,202010,Business,48282,4505.0,44795,Mutual Fund,2024-03-26
305359,201425,Business,96074,3734.0,33778,Mutual Fund,2022-11-18
305360,207517,Savings,12790,835.0,14061,Recurring Deposit,2024-06-26
305361,200667,Business,10002,2132.0,49486,Recurring Deposit,2023-02-25
305362,205532,Business,7549,3269.0,28270,Recurring Deposit,2022-10-18
305363,206472,Savings,56643,4527.0,32788,Recurring Deposit,2023-11-18
305364,200102,Savings,77636,4588.0,9731,Recurring Deposit,2024-07-15
305365,205460,Current,66766,2996.6275193094793,19789,Mutual Fund,2023-06-22
305366,203685,Savings,28110,2996.0,43722,Mutual Fund,2024-11-29
305367,205164,Savings,22456,2517.0,12831,Mutual Fund,2022-10-30
305368,206488,Current,71979,4768.0,2152,Fixed Deposit,2023-06-27
305369,200048,Savings,21536,789.0,44351,Fixed Deposit,2025-02-05
305370,204947,Business,55534,1155.0,4387,Mutual Fund,2024-12-21
305371,209617,Savings,66025,2550.0,42391,Mutual Fund,2023-10-21
305372,208659,Current,3101,3543.0,17566,Mutual Fund,2022-04-07
305373,208238,Business,11660,1744.0,49737,Mutual Fund,2024-07-27
305374,204719,Current,5041,4511.0,27711,Fixed Deposit,2024-07-30
305375,203827,Savings,93113,3309.0,46854,Fixed Deposit,2022-10-26
305376,201293,Business,78211,4819.0,21371,Mutual Fund,2022-09-28
305377,206100,Savings,77205,1803.0,35234,Mutual Fund,2022-05-24
305378,206908,Current,77222,3506.0,23044,Mutual Fund,2022-03-28
305379,201316,Current,76170,4542.0,35637,Recurring Deposit,2024-08-26
305380,207750,Savings,76634,3202.0,45923,Mutual Fund,2024-10-02
305381,200498,Current,57413,883.0,34433,Mutual Fund,2023-11-23
305382,209892,Savings,4284,1151.0,22992,Mutual Fund,2024-07-02
305383,200486,Current,37409,528.0,13159,Recurring Deposit,2024-07-18
305384,207579,Current,74432,1995.0,9427,Recurring Deposit,2022-07-31
305385,204474,Current,20084,1288.0,40946,Mutual Fund,2023-07-07
305386,208966,Current,65326,1550.0,14967,Recurring Deposit,2023-02-10
305387,205740,Business,48315,773.1935763515272,2443,Recurring Deposit,2023-09-06
305388,200888,Business,91244,938.0,12610,Fixed Deposit,2023-02-12
305389,204787,Savings,8333,2463.0,25348,Mutual Fund,2023-12-22
305390,207332,Savings,98195,931.0,34691,Fixed Deposit,2024-12-18
305391,204109,Savings,84992,198.0,45639,Mutual Fund,2024-05-25
305392,207736,Savings,64313,2066.0,42370,Mutual Fund,2022-10-28
305393,207171,Current,32703,4873.0,12463,Recurring Deposit,2022-11-26
305394,201104,Current,8566,292.0,36504,Mutual Fund,2022-12-31
305395,209069,Current,70452,3063.7423403244893,48924,Recurring Deposit,2023-02-26
305396,200180,Savings,55182,4857.0,27986,Recurring Deposit,2024-11-03
305397,204767,Business,99351,4289.0,3371,Fixed Deposit,2023-04-17
305398,200869,Savings,89115,3883.0,31131,Recurring Deposit,2023-01-16
305399,208408,Business,35875,4522.0,10336,Fixed Deposit,2022-09-15
305400,205385,Business,73152,869.0,28851,Recurring Deposit,2022-12-27
305401,202810,Current,9982,3777.0,11426,Fixed Deposit,2025-01-26
305402,208816,Current,22956,2543.0,32435,Mutual Fund,2024-08-18
305403,206333,Savings,48923,2125.0,5850,Mutual Fund,2022-06-13
305404,200631,Savings,2877,969.0,39591,Recurring Deposit,2024-07-20
305405,207567,Business,48854,3966.0,7967,Mutual Fund,2024-03-06
305406,200130,Business,70397,1221.0,23459,Mutual Fund,2024-12-16
305407,208721,Current,16896,3081.0,10112,Mutual Fund,2024-07-21
305408,206559,Business,56478,3676.0,37947,Recurring Deposit,2022-07-12
305409,201147,Business,30934,3459.0,21785,Mutual Fund,2023-06-15
305410,200561,Savings,33259,1853.0,21713,Mutual Fund,2025-01-27
305411,203586,Savings,97051,2209.0,46573,Mutual Fund,2022-07-03
305412,201095,Business,65415,4931.0,5306,Fixed Deposit,2023-04-14
305413,202172,Business,96796,4827.0,23283,Mutual Fund,2022-08-20
305414,207172,Business,94721,1719.2896754605267,28370,Mutual Fund,2023-01-21
305415,200083,Savings,38475,659.0,1622,Fixed Deposit,2024-09-07
305416,202987,Savings,81802,4078.0,38540,Recurring Deposit,2024-04-15
305417,206875,Current,70605,4816.0,6385,Recurring Deposit,2023-08-16
305418,205142,Current,24258,2449.0,19262,Fixed Deposit,2023-09-26
305419,205079,Current,4489,156.0,24505,Fixed Deposit,2022-10-06
305420,200905,Current,38435,1559.0,46076,Recurring Deposit,2025-01-26
305421,206793,Savings,51840,1690.0,40861,Mutual Fund,2025-01-02
305422,203232,Current,36381,249.0,42966,Recurring Deposit,2023-03-20
305423,203144,Savings,7910,3824.248538997964,23389,Recurring Deposit,2022-08-23
305424,209312,Savings,28034,423.0,29300,Recurring Deposit,2023-06-06
305425,209801,Current,25596,2656.0,37801,Fixed Deposit,2024-11-07
305426,208730,Savings,65431,2507.0,27877,Mutual Fund,2022-07-07
305427,206205,Business,94875,2830.0,47657,Mutual Fund,2023-01-15
305428,208593,Current,22986,1503.0,8825,Mutual Fund,2023-07-27
305429,200198,Current,14302,1523.0,3850,Mutual Fund,2024-04-13
305430,205333,Business,29302,3405.0,20311,Recurring Deposit,2024-02-19
305431,206921,Current,23532,3767.0,25808,Mutual Fund,2023-08-13
305432,209723,Savings,89025,4653.0,46513,Mutual Fund,2024-11-02
305433,204122,Savings,69256,3401.0809210974885,33868,Mutual Fund,2025-01-08
305434,205100,Savings,28544,2754.0,9095,Mutual Fund,2023-07-08
305435,200971,Current,73312,335.0,6271,Fixed Deposit,2025-03-02
305436,205314,Business,12984,4451.0,29140,Fixed Deposit,2024-09-13
305437,205558,Business,55195,4132.0,23310,Mutual Fund,2022-11-12
305438,208042,Current,85651,380.0,42697,Mutual Fund,2024-08-15
305439,202370,Savings,22267,1416.0,29185,Mutual Fund,2024-08-17
305440,208089,Savings,46801,1141.0,5862,Fixed Deposit,2023-10-08
305441,207981,Current,58655,4594.0,6929,Recurring Deposit,2023-07-25
305442,209825,Current,85598,3111.0,21036,Mutual Fund,2024-01-15
305443,205321,Savings,9711,4742.0,39184,Fixed Deposit,2022-12-07
305444,207618,Current,7994,355.0,32391,Recurring Deposit,2022-03-28
305445,208951,Business,29735,3183.0,15353,Fixed Deposit,2023-07-20
305446,201371,Business,76420,1996.0,5793,Mutual Fund,2023-04-07
305447,202058,Current,78231,517.0,13149,Recurring Deposit,2023-02-28
305448,208626,Savings,66401,2622.0,3688,Mutual Fund,2024-12-10
305449,203103,Business,61040,2044.0,23167,Fixed Deposit,2024-01-27
305450,200839,Current,69167,2095.0,27798,Fixed Deposit,2023-05-24
305451,206291,Savings,63832,3896.0,26424,Fixed Deposit,2023-09-30
305452,206412,Current,25590,533.0,11814,Recurring Deposit,2022-10-15
305453,207801,Current,14635,160.0,14533,Recurring Deposit,2025-02-08
305454,204738,Current,2342,3318.0,47180,Fixed Deposit,2023-08-18
305455,205006,Current,27714,3131.0,4494,Recurring Deposit,2024-04-04
305456,206907,Current,77709,1104.0,31742,Fixed Deposit,2024-03-09
305457,202299,Savings,63766,3831.0,21825,Fixed Deposit,2024-02-10
305458,202615,Business,45300,1345.0,20060,Fixed Deposit,2023-09-29
305459,200891,Savings,68039,726.0,26311,Recurring Deposit,2023-07-08
305460,204010,Business,69706,3575.0,5524,Recurring Deposit,2024-04-15
305461,208952,Current,11227,820.0,30123,Mutual Fund,2024-07-24
305462,201225,Current,39255,1221.0,9725,Recurring Deposit,2022-09-06
305463,202296,Savings,43285,4817.376733974518,24664,Mutual Fund,2022-12-19
305464,204909,Savings,53003,3893.0,13044,Mutual Fund,2024-12-17
305465,206516,Business,39921,2999.0,25903,Fixed Deposit,2024-10-18
305466,208367,Current,6558,3493.0,35405,Recurring Deposit,2022-07-26
305467,203176,Savings,40190,874.0,5296,Recurring Deposit,2023-05-30
305468,200864,Current,70547,4286.0,26529,Mutual Fund,2022-10-24
305469,209878,Current,99819,3954.0,40019,Fixed Deposit,2024-07-04
305470,206582,Current,9605,438.0,5507,Fixed Deposit,2023-01-20
305471,202101,Business,50075,4393.0,13416,Fixed Deposit,2023-05-03
305472,202368,Current,13512,2075.0,48246,Fixed Deposit,2024-11-18
305473,201242,Business,26839,3652.0,20334,Mutual Fund,2022-07-17
305474,200927,Savings,90831,2591.0,20856,Recurring Deposit,2022-07-16
305475,205588,Savings,6237,4059.0,37299,Recurring Deposit,2022-04-18
305476,206891,Current,25081,1727.0,37150,Fixed Deposit,2024-05-16
305477,202943,Current,71047,4207.0,27558,Recurring Deposit,2024-11-26
305478,204499,Business,21896,831.0,19550,Mutual Fund,2022-05-08
305479,200346,Current,40737,2010.0,43204,Mutual Fund,2024-09-09
305480,206819,Current,49957,2664.0,31519,Recurring Deposit,2024-09-05
305481,200488,Current,39598,4982.0,32757,Mutual Fund,2023-12-10
305482,202847,Business,21365,2475.0,35380,Fixed Deposit,2024-09-22
305483,202406,Business,84559,2383.0,5212,Mutual Fund,2023-02-14
305484,209272,Current,97367,2696.0,4127,Mutual Fund,2022-05-16
305485,207708,Current,14325,127.0,40839,Recurring Deposit,2024-07-24
305486,207085,Savings,51792,1294.0,2908,Mutual Fund,2023-04-29
305487,201110,Business,12763,4392.0,41538,Mutual Fund,2024-07-12
305488,202425,Savings,51982,2899.0,38271,Mutual Fund,2024-07-06
305489,209122,Current,98508,1851.0,46964,Fixed Deposit,2024-03-23
305490,206222,Current,8853,2779.0,23620,Fixed Deposit,2024-12-30
305491,209578,Current,15225,233.0,48261,Recurring Deposit,2022-11-06
